direccion|precio_uf|metros_cuadrados|dormitorios|banios|latitude|longitude|url
Santiago Centro, San Diego, Santiago, RM (Metropolitana)|2900|51|2|2|-33.4507337|-70.6481942|https://www.portalinmobiliario.com/MLC-1473011433-departamento-en-venta-de-2-dorm-en-santiago-_JM#position=35&search_layout=grid&type=item&tracking_id=b3438752-47ff-4f8e-8a29-dbd7c7157c52
Metro Toesca / Parque O´higgins, Ejército - Toesca, Santiago, RM (Metropolitana)|4630|82|3|2|-33.4550084|-70.6629777|https://www.portalinmobiliario.com/MLC-1450294631-departamento-en-venta-de-3-dorm-en-santiago-_JM#position=17&search_layout=grid&type=item&tracking_id=d9cf5051-2805-4736-81f7-3a7a95513857
Nueva San Martín, 1590, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3650|60|2|2|-33.4409549|-70.6585416|https://www.portalinmobiliario.com/MLC-1477256395-venta-departamento-2hab-2ba-santiago-_JM#position=1&search_layout=grid&type=item&tracking_id=94019c35-55f3-434e-8982-8336f48c2228
San Pablo / General Bulnes / Metro Quinta Normal, Barrio Yungay, Santiago, RM (Metropolitana)|2375|35|1|1|-33.4349732|-70.6709439|https://www.portalinmobiliario.com/MLC-1440460109-departamento-en-venta-de-1-dorm-en-santiago-_JM#position=13&search_layout=grid&type=item&tracking_id=52c66a21-3a5f-4481-aa8b-cc047b745c78
San Ignacio / Duplex / Metro Parque Ohiggins, Parque O'Higgins, Santiago, RM (Metropolitana)|3225|120|4|2|-33.4610017|-70.655577|https://www.portalinmobiliario.com/MLC-2062459794-departamento-en-venta-de-4-dorm-en-santiago-_JM#position=28&search_layout=grid&type=item&tracking_id=b2ec1abd-3dbc-4307-84f4-db2442c167f8
Sazie / 1 D &#43; 1 B, Ejército - Toesca, Santiago, RM (Metropolitana)|1998|39|1|1|-33.4503449|-70.6639216|https://www.portalinmobiliario.com/MLC-1451214497-sazie-1-d-43-1-b-_JM#position=27&search_layout=grid&type=item&tracking_id=b05586f8-2e03-41b0-89b8-331f8affd440
San Isidro 600 - 900, Santiago, Chile, Barrio Diez de Julio, Santiago, RM (Metropolitana)|1411|32|1|1|-33.4520413|-70.6426531|https://www.portalinmobiliario.com/MLC-1468705453-san-isidro-a-pasos-de-santa-isabel-_JM#position=9&search_layout=grid&type=item&tracking_id=b7926041-5dfe-4da6-8510-47a42ad4baa0
Santa Isabel/ Vicuña Mackenna, Santa Isabel, Santiago, RM (Metropolitana)|2190|32|1|1|-33.4483596|-70.6322635|https://www.portalinmobiliario.com/MLC-1463440321-venta-departamento-1-dorm-en-santiago-santa-isabel-_JM#position=1&search_layout=grid&type=item&tracking_id=1e42c180-41da-4212-b00e-acbbdb134c33
General Gana, Franklin - Biobío, Santiago, RM (Metropolitana)|1990|39|2|1|-33.4707734|-70.648008|https://www.portalinmobiliario.com/MLC-1451283747-departamento-general-gana-id-110431-_JM#position=48&search_layout=grid&type=item&tracking_id=eea918e5-ee32-469b-8390-edf757239b31
Esperanza, Parque Los Reyes, Santiago, RM (Metropolitana)|3495|68|3|2|-33.4269566|-70.676844|https://www.portalinmobiliario.com/MLC-2385855134-departamento-en-venta-de-3-dorm-en-santiago-_JM#position=32&search_layout=grid&type=item&tracking_id=22c846a4-8db2-4cdf-9360-cb3db1e09ce6
Eleuterio Ramírez 825, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)|3540|76|3|2|-33.4483639|-70.6473188|https://www.portalinmobiliario.com/MLC-2111402692-amplio-departamento-en-eleuterio-ramirez-santiago-_JM#position=22&search_layout=grid&type=item&tracking_id=7e8ec5ac-2a0f-4a76-b794-1e4d8f2968f1
Lord Cochrane 277, Santiago, Chile, Parque Almagro, Santiago, RM (Metropolitana)|2890|53|2|2|-33.4500977|-70.6547221|https://www.portalinmobiliario.com/MLC-1462481807-en-venta-depto-2d-2b-estacionamientolord-cochrane-stgo-_JM#position=24&search_layout=grid&type=item&tracking_id=ccb1f7be-333a-41ae-a4ed-4846f99c10f7
Santo Domingo, Barrio Brasil, Santiago, RM (Metropolitana)|2350|33|1|1|-33.4375251|-70.6619002|https://www.portalinmobiliario.com/MLC-2117687120-departamento-santo-domingo-id-45396-_JM#position=34&search_layout=grid&type=item&tracking_id=9b63cc9a-bb9f-4622-af73-96d5c6576b07
Avenida Portugal, Barrio Diez de Julio, Santiago, RM (Metropolitana)|3500|65|2|2|-33.4527332|-70.633843|https://www.portalinmobiliario.com/MLC-2117725486-departamento-avenida-portugal-id-57156-_JM#position=9&search_layout=grid&type=item&tracking_id=c90c8392-2534-4859-ae8c-cdf6a80846da
Comunidad Stgo Dowtown, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|4800|77|3|2|-33.4436545|-70.6572871|https://www.portalinmobiliario.com/MLC-2350755724-comunidad-stgo-dowtown-_JM#position=40&search_layout=grid&type=item&tracking_id=cf516be5-79cc-42a9-9e55-a6a546ba85e4
|0|0|0|0|||https://www.portalinmobiliario.com/MLC-2373125900-departamento-con-2d-1b-cercano-a-metro-irarrazaval-_JM#position=11&search_layout=grid&type=item&tracking_id=4f4e1fc5-3644-4d6e-a5dc-89174a8d85c2
Matucana/mapocho, Barrio Yungay, Santiago, RM (Metropolitana)|1424|0|1|1|-33.4312646|-70.6804965|https://www.portalinmobiliario.com/MLC-1465047085-departamento-matucanamapocho-_JM#position=36&search_layout=grid&type=item&tracking_id=da4bba1b-0849-4dc7-a699-7f14cdbb36d3
Carmen Est Y Bod, Santa Isabel, Santiago, RM (Metropolitana)|2553|50|3|2|-33.4492169|-70.641824|https://www.portalinmobiliario.com/MLC-1453808329-carmen-est-y-bod-_JM#position=30&search_layout=grid&type=item&tracking_id=b7b94dda-a62c-4545-ae6f-499b2f0dce65
Inversión, Irarrázaval Con Bodega, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|2100|28|1|1|-33.4559859|-70.6300341|https://www.portalinmobiliario.com/MLC-1434604049-inversion-irarrazaval-con-bodega-_JM#position=46&search_layout=grid&type=item&tracking_id=1feaef49-5309-41cc-939b-0b2cd2306cac
¡oportunidad!/metro Matta, Barrio Diez de Julio, Santiago, RM (Metropolitana)|2100|30|1|1|-33.4568869|-70.6411016|https://www.portalinmobiliario.com/MLC-1476567167-departamento-oportunidadmetro-matta-_JM#position=43&search_layout=grid&type=item&tracking_id=f04286ff-65e1-4cdb-bcf5-23b1c42ef423
Portugal 415 - Departamento 1201, Santa Isabel, Santiago, RM (Metropolitana)|2080|38|1|1|-33.4473686|-70.6356964|https://www.portalinmobiliario.com/MLC-1454767789-excelente-depto-piso-12-vista-despejada-_JM#position=28&search_layout=grid&type=item&tracking_id=a41fa647-0bae-4ea6-9ec5-79625c9e43ea
Centro Histórico de Santiago, Santiago, RM (Metropolitana)|8900|180|3|2|-33.4392616|-70.6441959|https://www.portalinmobiliario.com/MLC-2325641610-maravilloso-dpto-con-vista-despejada-a-cerro-santa-lucia-_JM#position=30&search_layout=grid&type=item&tracking_id=84c27398-c5c1-449f-b543-ec3b2ad13dae
Gral Mackenna/ Amunategui, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3850|70|2|2|-33.4334063|-70.6571371|https://www.portalinmobiliario.com/MLC-2352593992-gral-mackenna-amunategui-_JM#position=15&search_layout=grid&type=item&tracking_id=3699db9e-8e7e-4aa9-8e0a-fe4f61e1f83b
Hermoso Departamento En Santiago Centro, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2430|50|0|2|-33.4452217|-70.6573657|https://www.portalinmobiliario.com/MLC-2376721438-departamento-en-venta-en-santiago-_JM#position=12&search_layout=grid&type=item&tracking_id=63c47a80-3763-4db2-a1b3-817ccd1539f1
Santa Isabel, Cercano A Colegios Y Universidad, San Diego, Santiago, RM (Metropolitana)|3200|60|2|2|-33.4506745|-70.6466544|https://www.portalinmobiliario.com/MLC-1477049157-santa-isabel-cercano-a-colegios-y-universidad-_JM#position=30&search_layout=grid&type=item&tracking_id=89e952a9-a81f-45d4-83b3-f404e1f577b6
Avenida Portugal, Santa Isabel, Santiago, RM (Metropolitana)|3150|66|3|2|-33.4479164|-70.6355675|https://www.portalinmobiliario.com/MLC-2117622546-departamento-avenida-portugal-id-56647-_JM#position=46&search_layout=grid&type=item&tracking_id=a641bcb9-690b-417a-9aef-71503f226b7a
Eleuterio Ramírez 1446, Santiago, Chile, Parque Almagro, Santiago, RM (Metropolitana)|1880|28|1|1|-33.450578|-70.6554553|https://www.portalinmobiliario.com/MLC-2362705196-dpto-1-dormitorio-eleuterio-ramirez-1446-santiago-_JM#position=8&search_layout=grid&type=item&tracking_id=0c81ca27-5b6d-4e81-a06d-cbca10b4a524
Morandé Y Santo Domingo, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2678|59|2|2|-33.4363473|-70.6541139|https://www.portalinmobiliario.com/MLC-2174530894-departamento-en-venta-de-2-dorm-con-dos-terrazas-y-1-estac-_JM#position=15&search_layout=grid&type=item&tracking_id=84b2d68f-4be8-446f-bd0e-3fb7685c8a61
Sargento Aldea 1500, Santiago, Chile, Parque O'Higgins, Santiago, RM (Metropolitana)|2300|48|3|1|-33.4694979|-70.6546037|https://www.portalinmobiliario.com/MLC-1475835375-3d-1b-estacionamiento-2-cuadras-metro-rondizzoni-_JM#position=45&search_layout=grid&type=item&tracking_id=92e60104-7d52-460c-8ad7-967871aeb542
Santa Isabel, Santiago, RM (Metropolitana)|2900|48|2|1|-33.4492216|-70.6341934|https://www.portalinmobiliario.com/MLC-2272037322-departamento-2-dormitorios-argomedo-_JM#position=29&search_layout=grid&type=item&tracking_id=db30c598-8243-46f2-b282-0e01a6df22bc
Carmen Con Victoria / Remodelado., Santa Isabel, Santiago, RM (Metropolitana)|3500|51|1|1|-33.4484975|-70.641523|https://www.portalinmobiliario.com/MLC-2335153254-departamento-en-venta-de-1-dorm-en-santiago-_JM#position=33&search_layout=grid&type=item&tracking_id=5de835be-8d08-4808-b8ad-98bffbb400d6
Lord Cochrane Esquina Victoria, Parque O'Higgins, Santiago, RM (Metropolitana)|1610|27|1|1|-33.465072|-70.652978|https://www.portalinmobiliario.com/MLC-2062440770-lord-cochrane-esquina-victoria-_JM#position=37&search_layout=grid&type=item&tracking_id=f1bd6114-0a14-48fe-8190-a1baa38d88fb
Metro Santa Ana, Barrio Brasil, Santiago, RM (Metropolitana)|2100|26|1|1|-33.4382686|-70.6618072|https://www.portalinmobiliario.com/MLC-2282839422-metro-santa-ana-_JM#position=29&search_layout=grid&type=item&tracking_id=9b63cc9a-bb9f-4622-af73-96d5c6576b07
Metro Parque Ohiggins, Parque O'Higgins, Santiago, RM (Metropolitana)|2100|45|2|2|-33.465072|-70.652978|https://www.portalinmobiliario.com/MLC-2345450826-metro-parque-ohiggins-_JM#position=16&search_layout=grid&type=item&tracking_id=19e9dcd2-f0ff-4664-bb16-516cea3bc611
General Bulnes 259, Depto 113, Barrio Yungay, Santiago, RM (Metropolitana)|3730|45|1|1|-33.4422829|-70.6696519|https://www.portalinmobiliario.com/MLC-1473101581-se-vende-departamento-113-de-1d1b-en-el-edificio-espacio-hue-_JM#position=19&search_layout=grid&type=item&tracking_id=5575e832-fec4-4dea-ac39-565149c89577
Eleuterio Ramírez, Bulnes, Santiago, RM (Metropolitana)|4000|77|3|2|-33.4484332|-70.6472186|https://www.portalinmobiliario.com/MLC-1454859311-departamento-eleuterio-ramirez-id-17390-_JM#position=34&search_layout=grid&type=item&tracking_id=df1cd368-12f0-449b-8dfa-a60cad47a1e6
Portugal 71, Barrio San Borja, Santiago, RM (Metropolitana)|2900|65|3|1|-33.4425374|-70.638665|https://www.portalinmobiliario.com/MLC-2375755444-departamento-en-venta-de-3-dorm-en-santiago-san-borja-_JM#position=16&search_layout=grid&type=item&tracking_id=a8c2002b-11fb-4c60-813d-ee8b70250e71
Avenida Almirante Blanco Encalada 1771, Santiago, Región Metropolitana, Chile, Ejército - Toesca, Santiago, RM (Metropolitana)|2201|35|1|1|-33.4564026|-70.6588846|https://www.portalinmobiliario.com/MLC-2161563434-santiago-vende-depto-cercano-a-metro-toesca--_JM#position=27&search_layout=grid&type=item&tracking_id=242369c3-e4f3-4302-8812-fc2d99a49ef1
San Martin Con Rosas, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2200|47|2|1|-33.4353792|-70.6588077|https://www.portalinmobiliario.com/MLC-1472126347-departamento-en-venta-de-2-dorm-en-santiago-_JM#position=46&search_layout=grid&type=item&tracking_id=bd9e874a-566e-485f-93cd-a1c587410e63
San Diego 376, Santiago, Chile, San Diego, Santiago, RM (Metropolitana)|2863|34|1|1|-33.4501734|-70.6505164|https://www.portalinmobiliario.com/MLC-1475280013-concepto-best-too-_JM#position=8&search_layout=grid&type=item&tracking_id=c8438234-aa78-4abf-bca7-0237e04d9eb6
Compañía/san Martín, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1800|40|1|1|-33.438131|-70.6582573|https://www.portalinmobiliario.com/MLC-2357137866-departamento-companiasan-martin-_JM#position=17&search_layout=grid&type=item&tracking_id=9edf42cc-b6d9-4871-ad16-be4d2119ff26
Depto Espacio M Con Terraza, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1800|34|1|1|-33.438724|-70.6537903|https://www.portalinmobiliario.com/MLC-1461272801-depto-espacio-m-con-terraza-_JM#position=43&search_layout=grid&type=item&tracking_id=be84efed-8c56-4731-8f66-f7d3471098e6
Padre Alonso De Ovalle, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)|1558|20|1|1|-33.4461676|-70.652637|https://www.portalinmobiliario.com/MLC-2367435438-vendo-2-departamentos-de-un-ambiente-en-santiago-centro-_JM#position=37&search_layout=grid&type=item&tracking_id=df1cd368-12f0-449b-8dfa-a60cad47a1e6
Moneda/tucapel Jimenez, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2200|35|0|1|-33.4426102|-70.659205|https://www.portalinmobiliario.com/MLC-1476098483-monedatucapel-jimenez-_JM#position=31&search_layout=grid&type=item&tracking_id=8c555f80-a5b5-4edc-a367-4bf34d2a90d0
Santa Victoria, Santa Isabel, Santiago, RM (Metropolitana)|2850|44|2|1|-33.4471789|-70.635319|https://www.portalinmobiliario.com/MLC-1441048149-departamento-santa-victoria-id-92517-_JM#position=23&search_layout=grid&type=item&tracking_id=82a0818c-1951-4b03-b9db-83a3ee71356a
San Pablo / Amunátegui, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3400|53|2|2|-33.4344302|-70.6579141|https://www.portalinmobiliario.com/MLC-2225261964-venta-departamento-en-santiago-2-dorm-metro-santa-ana-_JM#position=35&search_layout=grid&type=item&tracking_id=8c555f80-a5b5-4edc-a367-4bf34d2a90d0
Mario Kreutzberger, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2000|26|1|1|-33.4360708|-70.6589821|https://www.portalinmobiliario.com/MLC-1468415395-departamento-mario-kreutzberger-id-89513-_JM#position=6&search_layout=grid&type=item&tracking_id=b1a63316-4ad1-4d30-bb63-4d97a68b3f3c
Tarapaca / Serrano, Bulnes, Santiago, RM (Metropolitana)|2150|44|2|1|-33.4470334|-70.6483796|https://www.portalinmobiliario.com/MLC-1465666951-venta-departamento-santiago-2-dormitorios-bano-bodega-_JM#position=32&search_layout=grid&type=item&tracking_id=08583c8e-4fe9-4051-82a4-aa9ad5a506e4
Metro Santa Isabel, Portugal, Barrio Diez de Julio, Santiago, RM (Metropolitana)|2650|36|1|1|-33.4508107|-70.6363937|https://www.portalinmobiliario.com/MLC-1448029681-departamento-en-venta-de-1-dorm-metro-santa-isabel-_JM#position=20&search_layout=grid&type=item&tracking_id=b94d8405-e9dd-4e59-9bff-ba9a3e095377
Mario Kreutzberger, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1750|32|1|1|-33.4358975|-70.6589958|https://www.portalinmobiliario.com/MLC-1442314447-departamento-mario-kreutzberger-id-80456-_JM#position=41&search_layout=grid&type=item&tracking_id=6a0541ab-6da3-49a5-9586-47dd564c67b2
Av. Vicuña Mackenna/av. Manuel Antonio Matta, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|2633|58|3|2|-33.457293|-70.6296049|https://www.portalinmobiliario.com/MLC-2346823596-departamento-av-vicuna-mackennaav-manuel-antonio-matta-_JM#position=23&search_layout=grid&type=item&tracking_id=a11edb7b-3bc9-4633-9be9-e327f6fae84a
Depto De 110 M2 App, 4 Dormitorios 3 Baños, Club Hipico, Parque O'Higgins, Santiago, RM (Metropolitana)|6200|110|4|4|-33.4639956|-70.6647395|https://www.portalinmobiliario.com/MLC-1462974877-depto-de-110-m2-app-4-dormitorios-3-banos-club-hipico-_JM#position=43&search_layout=grid&type=item&tracking_id=92e60104-7d52-460c-8ad7-967871aeb542
Sargento Aldea 1156, Santiago, Chile, Parque O'Higgins, Santiago, RM (Metropolitana)|2633|36|2|1|-33.4687875|-70.6491205|https://www.portalinmobiliario.com/MLC-2273607754-disfrutar-un-parque-cerca-_JM#position=30&search_layout=grid&type=item&tracking_id=3121f85d-535d-45e2-805e-a650afc0f2b2
Marcoleta 250, Santiago, Región Metropolitana, Chile, Barrio San Borja, Santiago, RM (Metropolitana)|3168|80|3|1|-33.4414027|-70.638074|https://www.portalinmobiliario.com/MLC-2388686126-remodelacion-san-borja-3d-1b-80-mts-est-bod-metro-uc-_JM#position=9&search_layout=grid&type=item&tracking_id=a8c2002b-11fb-4c60-813d-ee8b70250e71
Bandera, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1900|41|1|1|-33.4333088|-70.6532937|https://www.portalinmobiliario.com/MLC-2117699958-departamento-bandera-id-47618-_JM#position=18&search_layout=grid&type=item&tracking_id=feed9058-fd81-49fc-b95e-4ff3f7520f6a
Santa Isabel, Santiago, RM (Metropolitana)|1290|0|1|1|-33.447355|-70.634459|https://www.portalinmobiliario.com/MLC-1478081531-oportunidad-studio-excelente-ubicacion-y-accesos-_JM#position=38&search_layout=grid&type=item&tracking_id=1b2ac868-87b2-4cb4-b9fe-5c97faa2dccc
Venta Depto. 2d 2b, Bandera 898. Santiago, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2284|42|2|2|-33.4332638|-70.6533075|https://www.portalinmobiliario.com/MLC-2355030216-venta-depto-2d-2b-bandera-898-santiago-_JM#position=37&search_layout=grid&type=item&tracking_id=a10e7d70-60f1-4b35-ba57-4b58ccfe8b29
Avenida San Pablo 1391, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3000|57|2|1|-33.4341226|-70.6572758|https://www.portalinmobiliario.com/MLC-1445983823-venta-depto-2d1bbod-en-san-pabloamunategui-santiago-_JM#position=3&search_layout=grid&type=item&tracking_id=060baa90-8b2b-435c-8bd4-78d129392cd3
Carmen/santa Isabel, Santa Isabel, Santiago, RM (Metropolitana)|3300|29|1|1|-33.450055|-70.6413223|https://www.portalinmobiliario.com/MLC-2375639428-departamento-en-venta-de-1-dorm-en-santiago-_JM#position=30&search_layout=grid&type=item&tracking_id=22c846a4-8db2-4cdf-9360-cb3db1e09ce6
Lord Cochrane 1030, Parque Almagro, Santiago, RM (Metropolitana)|2042|42|1|1|-33.4592365|-70.6532338|https://www.portalinmobiliario.com/MLC-2350223460-departamento-lord-cochrane-santiago-centro-_JM#position=1&search_layout=grid&type=item&tracking_id=ccb1f7be-333a-41ae-a4ed-4846f99c10f7
Avenida Almirante Blanco Encalada, 2527, Barrio República, Santiago, RM (Metropolitana)|2790|36|1|1|-33.45742|-70.669263|https://www.portalinmobiliario.com/MLC-1473407767-moderno-departamento-en-venta-blanco-encalada-_JM#position=37&search_layout=grid&type=item&tracking_id=eab89569-2b76-40bf-b921-1153a0878afc
Vendo Gran Departamento 3 Dorm 2 Baños, San Diego, Santiago, RM (Metropolitana)|4138|85|3|2|-33.4485677|-70.6452174|https://www.portalinmobiliario.com/MLC-1463479281-vendo-gran-departamento-3-dorm-2-banos-_JM#position=3&search_layout=grid&type=item&tracking_id=19c2411a-352c-4da1-8518-8ed69b0a4822
